Catalog,Url,Name,Equipment,Target,Utility,Mechanics,Force,Preparation,Execution,Comment
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/LVBBBehindNeckPress,Lever Barbell Behind Neck Press (plate loaded),Lever," Deltoid, Anterior ",Basic,Compound,Push,"Sit on bench with bar positioned behind shoulders, also facing away from fulcrum. Grasp bar with wide overhand grip. Disengage bar by rotating bar back.",Press bar upward until arms are extended overhead. Lower bar behind neck and repeat.,Range of motion will be compromised if grip is too wide.
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/LVMilitaryPressH,Lever Military Press (plate loaded),Lever," Deltoid, Anterior ",Basic,Compound,Push,Set and grasp lever handles to each side with overhand grip.,Press lever until arms are extended upward. Lower and repeat.,"Range of motion will be compromised if grip is too wide. Movement angle is arguably similar to lever incline press, for upper chest. Seat should be set so only slight stretch is felt in shoulder at bottom of movement."
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/LVReclinedShoulderPressPL,Lever Reclined Shoulder Press (plate loaded),Lever," Deltoid, Anterior ",Basic,Compound,Push,Lie on back pad facing up. Grasp lever handles on each side with overhand grip.,Press lever until arms are extended. Lower and repeat.,Range of motion will be compromised if grip is too wide.
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/LVShoulderPressH,Lever Shoulder Press (plate loaded),Lever," Deltoid, Anterior ",Basic,Compound,Push,Set and grasp lever handles to each side with overhand grip.,Press lever upward until arms are extended overhead. Lower and repeat.,Range of motion will be compromised if grip is too wide.
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/LVBBShoulderPress,Lever Barbell Shoulder Press (plate loaded),Lever," Deltoid, Anterior ",Basic,Compound,Push,Sit on bench with bar positioned in front of shoulders. Grasp bar with wide overhand grip. Disengage bar by rotating bar back.,Press bar upward until arms are extended overhead. Lower bar to front of shoulders and repeat.,Pull head back slightly so bar does not head. Range of motion will be compromised if grip is too wide.
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/LVOneArmShoulderPress,Lever One Arm Shoulder Press (plate loaded),Lever," Deltoid, Anterior ",Basic or Auxiliary,Compound,Push,"Stand to one side, near loaded end of barbell, opposite of landmine lever. Lift end of barbell and position near shoulder with underhand grip. Stand with feet far apart (leg on same side of loaded arm is back and opposite leg is forward and bent).",Press end of barbell upward and forward until arm is extended. Lower to shoulder and repeat. Repeat with opposite side.,Keep back straight when lifting end of barbell from floor. Also see Lever One Arm Press for power.
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/LVFrontRaise,Lever One Arm Front Raise,Lever," Deltoid, Anterior ",Auxiliary,Isolated,Push,"Stand with lever to side, fulcrum approximately shoulder height and handle just below hip. Grasp lever handle with elbow straight or slightly bent.",Raise lever handle forward and upward until upper arm is well above horizontal. Lower and repeat. Repeat with opposite arm.,"Absolute height of movement may depend on individual range of motion. Raise should be limited to height achieved just before tightness is felt in shoulder capsule. Alternatively, height just above horizontal may be considered adequate. Elbows may be kept straight or slightly bent throughout movement. Exercise is performed on Lever Extended Arm Lateral Raise Machine featuring long lever arms and handles attached to secondary levers as shown."
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/LVReclinedShoulderPress,Lever Reclined Shoulder Press,Lever," Deltoid, Anterior ",Basic,Compound,Push,Lie on back pad facing up. Grasp lever handles to each side with overhand grip.,Press lever until arms are extended. Lower and repeat.,Range of motion will be compromised if grip is too wide.
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/LVReclinedShoulderPressParGrip,Lever Reclined Parallel Grip Shoulder Press,Lever," Deltoid, Anterior ",Basic,Compound,Push,Lie on back pad facing up. Grasp parallel lever handles on each side.,Press lever until arms are extended. Lower and repeat.,Range of motion will be compromised if grip is too wide.
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/LVShoulderPress,Lever Shoulder Press,Lever," Deltoid, Anterior ",Basic,Compound,Push,Set and grasp lever handles to each side with overhand grip.,Press lever upward until arms are extended overhead. Lower and repeat.,Range of motion will be compromised if grip is too wide.
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/LVShoulderPressParGrip,Lever Shoulder Press (parallel grip),Lever," Deltoid, Anterior ",Basic,Compound,Push,Preparation,Execution,Press lever upward until arms are extended overhead. Lower and repeat.
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/LVAlternatingShoulderPress,Lever Alternating Shoulder Press,Lever," Deltoid, Anterior ",Basic,Compound,Push,Set and grasp lever handles to each side with overhand grip.,Press one lever upward until arm is extended overhead. Lower to original position. Repeat with opposite arm. Continue by alternating movement between arms.,Range of motion will be compromised if grip is too wide.
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/SLShoulderPress,Sled Shoulder Press,Sled," Deltoid, Anterior ",Basic,Compound,Push,Set and grasp lever handles to each side with overhand grip.,Press handles upward until arms are extended overhead. Lower and repeat.,Range of motion will be compromised if grip is too wide.
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/SLShoulderPressParGrip,Sled Shoulder Press (parallel grip),Sled," Deltoid, Anterior ",Basic,Compound,Push,Sit on seat and grasp parallel bar grips to front of shoulders on each side.,Press handles upward until arms are extended overhead. Lower and repeat.,Parallel grip can be used for variety or when flexibility does not permit standard overhand grip further back.
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/SMBehindNeckPress,Smith Behind Neck Press,Smith," Deltoid, Anterior ",Basic,Compound,Push,Sit on bench with bar positioned behind shoulders. Grasp bar with wide overhand grip. Disengage bar by rotating bar back.,Press bar upward until arms are extended overhead. Lower bar behind neck and repeat.,Range of motion will be compromised if grip is too wide.
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/SMShoulderPress,Smith Shoulder Press,Smith," Deltoid, Anterior ",Basic,Compound,Push,Sit on bench with bar positioned in front of shoulders. Grasp bar with wide overhand grip. Disengage bar by rotating bar back.,Press bar upward until arms are extended overhead. Lower bar to front of shoulders and repeat.,Pull head back slightly so bar does not make contact with head. Range of motion will be compromised if grip is too wide.
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/BWHandstandPressBench,Handstand Shoulder Press (between benches),Handstand, Decline Pike Press On Floor with progressive elevation. ,Basic,Compound,Push,"Stand facing wall between two benches positioned side by side, slightly apart, and slightly away and perpendicular to wall. Place hands on ends of benches closest to wall. Place forefeet on bench and kick lower body up to handstand position with arms and legs straight. Maintain balance with lower body against wall.",Lower head between ends of benches by bending arms. Push body back up to original position by extending arms. Repeat.,"Benches must be secured to prevent sliding on floor. Also, each benches' base of support should be under edge of bench where hand is placed to prevent bench toppling under body weight. Falling from an inverted position may result in very serious injury. Also known as Elevated Handstand Push-up."
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/BWPikePress,Pike Press,Pike, Decline Pushup Pushup Close Grip Pushup Dips Bench Dips ,Basic,Compound,Push,"Kneel on two benches positioned side by side slightly apart at end nearest head. Place hands on ends of benches. With forefeet on opposite ends of bench, raise rear end high up with arms, back, and knees straight. Adjust feet so they are somewhat close to hands while keeping back and legs straight.",Lower head between ends of benches by bending arms. Push body back up to original position by extending arms. Repeat.,"Pike Press (for front delts) differs from Pike Push-up (for upper chest) in that, feet are at closer distance to hands so body is more inverted in lowest position. Keep knees and back straight. A slight curve (spinal flexion) is acceptable if hamstrings are tight."
Shoulders,https://exrx.net/WeightExercises/DeltoidAnterior/BWDeclinePikePress,Decline Pike Press,Decline, Pike Press (on flat benches) ,Basic,Compound,Push,"Stand between two incline benches positioned side by side slightly apart at end nearest head. Place hands on ends of benches and straighten arms. Position forefeet on opposite ends of bench. Raise rear end high up with arms, back, and knees straight.",Lower head between ends of benches by bending arms. Push body back up to original position by extending arms. Repeat.,Keep knees and back straight. A slight curve (spinal flexion) is acceptable if hamstrings are tight.
